Feedstock,Feedstock_flow
Benzene,7.266313061248621
Butadiene,1.8540209424425
Butylene,0.560317511413
Carbon dioxide,215.5997795453921
Ethanol,0.0261990387359999
Ethylene,18.713132325425
Food waste,0.858175098967983
Fossil fuels,79.80730073589426
Herbaceous biomass,223.48178699985698
Lactic acid,0.0
Methane,2.84869474216962
Methanol,11.463278497465001
Polyethylene terephthalate,0.0
Polyolefins,5.10694136427005e-14
Polystyrene,0.0
Propylene,6.301324114434
Toluene,0.185129744492
Woody biomass,144.6516812119085
Xylenes,5.741034968445
