Feedstock,Feedstock_flow
Benzene,7.266313061248618
Butadiene,1.8018093929425
Butylene,0.6263919941130001
Carbon dioxide,339.2982593158254
Ethanol,0.0
Ethylene,18.713132325425
Food waste,8.30491797784865
Fossil fuels,54.24746892654702
Herbaceous biomass,413.1724122862753
Lactic acid,0.11482390165
Methane,1.81976934004445
Methanol,11.142641623265
Polyethylene terephthalate,0.0
Polyolefins,0.0
Polystyrene,0.0
Propylene,5.757246474464
Toluene,0.185129744492
Woody biomass,16.978888002150175
Xylenes,5.741034968445
