product_name,product_flow
"1,4-Butanediol",0.24689522800000002
2-Ethylhexanol,0.46791261300000003
Acetic acid,2.1058775969999997
Acetic anhydride,0.8324828440000002
Acetone,1.125517861
Acrylic acid,1.182265235
Acrylonitrile,1.0099050379999999
Adipic acid,0.860368327
Aniline,0.246874592
Benzene,0.22984119599999564
Bisphenol-A,0.733073699
Butadiene,0.9757491299999881
Butanol,1.0186985940000002
Butylene,9.273274241
Caprolactam,0.477002067
Chloroform,0.15929500400000002
Cyclohexanol-cyclohexanone,0.029255067
Epichlorohydrin,0.23722770899999998
Ethanol,45.285284999999995
Ethylene,28.721781620000048
Ethylene glycol,6.116866890000001
Ethylene oxide,2.6298614199999997
Formaldehyde,5.192515894
Glycerol,0.609199138
Hexamethylenediamine,0.818774495
Isophthalic acid,0.188475701
Isopropanol,0.452470505
Lactic acid,0.3656499690000001
Lysine,0.556514948
Maleic anhydride,0.297802701
Methanol,2.931264174000006
Methionine,0.34088317900000004
Methyl chloride,0.46615552000000005
Methyl tert-butyl ether,0.629893801
Methylamine,0.27854383099999996
Methylene diphenyl diisocyanate,1.73499071
Phenol,0.8408427810000001
Phosgene,3.0884679740000003
Phthalic anhydride,0.2663235708994281
Propylene,10.456746769999993
Propylene glycol,0.577937796
Propylene oxide,1.434268385
Sorbitol,0.39077946100000005
Styrene,3.1146348290000003
Terephthalic acid,4.798910575
Tetrahydrofuran,0.125566423
Toluene,5.554946441000002
Toluene diisocyanate,0.455162407
Vinyl acetate,1.439374809
Vinyl chloride,11.68992144
Xylenes,2.5398948090000024
