Feedstock,Feedstock_flow
Benzene,7.08294914277639
Butadiene,2.081723339282635
Butylene,0.560317511413
Carbon dioxide,0.84744625949
Ethanol,0.0
Ethylene,18.713132325425
Food waste,6.02730233184803
Fossil fuels,180.18329962404388
Herbaceous biomass,169.86064207882802
Lactic acid,0.0
Methane,2.37358691678861
Methanol,11.511066998665001
Polyethylene terephthalate,0.0
Polyolefins,0.0
Polystyrene,0.0
Propylene,6.128002167784
Toluene,0.185129744492
Woody biomass,10.600031011762505
Xylenes,5.741034968445
